description,chance-success
"health:0.42
strength:0.21
dexterity:0.10
perception:0.14
intelligence:0.19
charisma:0.04
stamina:0.08
<DM>You are trekking through a dense jungle, the humidity clinging to you like a second skin.  You hear a rustling in the undergrowth ahead, followed by a low growl.  The leaves part to reveal a jaguar, its eyes fixed on you with predatory intent. </DM>
<Player>I slowly back away, keeping my eyes locked on the jaguar while reaching for my tranquilizer gun.</Player>
",0.3
"health:0.21
strength:0.39
dexterity:0.20
perception:0.17
intelligence:0.41
charisma:0.19
stamina:0.68
<DM>You are in a grand ballroom, filled with elegantly dressed guests.  A renowned archaeologist is giving a speech about his latest discovery – a mysterious amulet said to grant incredible power. Suddenly, the lights flicker and die, plunging the room into darkness. A scream echoes through the hall. When the lights return, the archaeologist lies dead on the stage, the amulet gone.</DM>
<Player>I immediately start observing the guests, looking for anyone who seems out of place or behaving suspiciously.</Player>
",0.2
"health:0.85
strength:0.43
dexterity:0.85
perception:0.39
intelligence:0.15
charisma:0.75
stamina:0.62
<DM>You find yourself in a dusty, abandoned library.  Shelves filled with ancient tomes line the walls, and the air is thick with the smell of decaying paper.  You notice a faint humming sound emanating from a hidden door behind a bookshelf.  </DM>
<Player>I carefully inspect the bookshelf, searching for a mechanism to open the hidden door.</Player>
",0.24
"health:0.99
strength:0.62
dexterity:0.54
perception:0.60
intelligence:0.02
charisma:0.58
stamina:0.00
<DM>You are exploring a submerged shipwreck, the ghostly remains of a 17th-century galleon.  Schools of bioluminescent fish illuminate the decaying hull, revealing a treasure chest nestled amongst the coral.  However, a large moray eel guards the chest, its jaws snapping menacingly.</DM>
<Player>I try to distract the moray eel with a shiny piece of metal from my diving gear while I reach for the treasure chest.</Player>
",0.58
"health:0.94
strength:0.11
dexterity:0.06
perception:0.82
intelligence:0.35
charisma:0.50
stamina:0.14
<DM>You are standing before a towering mountain, its peak shrouded in mist. A narrow, winding path leads upwards, disappearing into the clouds.  A weathered sign at the base of the mountain reads: ""Beware the Guardian of the Peak."" </DM>
<Player>I begin ascending the mountain path, cautiously scanning my surroundings.</Player>
",0.1
"health:0.20
strength:0.28
dexterity:0.25
perception:0.51
intelligence:0.56
charisma:0.30
stamina:0.93
<DM>You awaken in a small, circular room with stone walls.  A single torch flickers on the wall, casting dancing shadows.  There's a heavy wooden door, but no visible handle or hinges.  You hear a faint whisper echoing from the stones, seemingly urging you to escape. </DM>
<Player>I run my hands along the walls and door, searching for any hidden mechanisms or weaknesses.</Player>
",0.5
"health:0.29
strength:0.99
dexterity:0.24
perception:0.59
intelligence:0.15
charisma:0.87
stamina:0.09
<DM>You are in a bustling tavern, filled with the boisterous chatter of patrons and the clinking of tankards. A hooded figure sits alone in a dark corner, their face obscured by shadows. They beckon you over with a crooked finger.</DM>
<Player>I cautiously approach the hooded figure, hand resting on the hilt of my dagger.</Player>
",0.44
"health:0.29
strength:0.66
dexterity:0.22
perception:0.91
intelligence:0.57
charisma:0.03
stamina:0.73
<DM>You are traversing a vast desert, the scorching sun beating down on you.  In the distance, you see a shimmering oasis, palm trees swaying gently in the breeze.  As you approach, you notice a group of figures huddled around a campfire, their faces obscured by the flickering flames.</DM>
<Player>I approach the campfire slowly, keeping a watchful eye on the figures while making sure my own weapons are within easy reach.</Player>
",0.66
"health:0.80
strength:0.71
dexterity:0.96
perception:0.39
intelligence:0.45
charisma:0.53
stamina:0.49
<DM>You are in a futuristic laboratory, surrounded by glowing screens and humming machinery.  A scientist in a white coat rushes towards you, their face pale with fear. ""It's escaped!"" they gasp, pointing towards a shattered containment cell. </DM>
<Player>I ask the scientist what escaped and what its capabilities are.</Player>
",0.75
"health:0.89
strength:0.03
dexterity:0.03
perception:0.67
intelligence:0.79
charisma:0.17
stamina:0.55
<DM>You are walking down a foggy London street, the gas lamps casting an eerie glow.  You hear the clip-clop of hooves behind you, growing steadily closer. A black carriage emerges from the mist, its windows dark and opaque.  It slows to a stop beside you.</DM>
<Player>I subtly move to the edge of the street, putting some distance between myself and the carriage while observing it closely.  I try to discern who, if anyone, is inside.</Player>
",0.57
"health:0.20
strength:0.18
dexterity:0.46
perception:0.79
intelligence:0.29
charisma:0.55
stamina:0.26
<DM>You are exploring an ancient temple, its walls covered in intricate carvings. You come across a large stone altar, upon which rests a gleaming golden dagger. As you reach for it, the ground begins to tremble, and the walls around you start to shift.</DM>
<Player>I quickly retract my hand from the dagger and look for a safe place to take cover from the shifting walls and trembling ground.</Player>
",0.38
"health:0.07
strength:0.04
dexterity:0.46
perception:0.15
intelligence:0.39
charisma:0.83
stamina:0.07
<DM>You are attending a masquerade ball, surrounded by masked guests in elaborate costumes.  A mysterious figure in a black cloak approaches you, their face hidden behind a silver mask. They hand you a sealed envelope, whisper ""Beware the Raven's Eye,"" and disappear into the crowd.</DM>
<Player>I discreetly open the envelope and examine its contents.</Player>
",0.87
"health:0.25
strength:0.54
dexterity:0.19
perception:0.25
intelligence:0.70
charisma:0.76
stamina:0.60
<DM>You are flying a small plane through a violent storm, the wind buffeting the aircraft.  Lightning flashes, illuminating a dark shape in the clouds ahead.  It appears to be another aircraft, spiraling out of control.</DM>
<Player>I try to contact the other aircraft via radio, while also adjusting my course to avoid a collision.</Player>


",0.34
"health:0.86
strength:0.97
dexterity:0.60
perception:0.10
intelligence:0.93
charisma:0.01
stamina:0.48
<DM>You are camping in a remote forest, the only sound the crackling of your campfire.  Suddenly, you hear a bloodcurdling scream echoing through the trees.</DM>
<Player>I grab my weapon and cautiously move towards the direction of the scream, trying to stay quiet and concealed.</Player>


",0.99
"health:0.59
strength:0.62
dexterity:0.82
perception:0.88
intelligence:0.28
charisma:0.09
stamina:0.82
<DM>You are exploring a dark cave, your only light source a flickering torch. You come across a large cavern, the walls covered in glowing crystals. In the center of the cavern, you see a pedestal with a strange, pulsating orb resting on top.</DM>
<Player>I cautiously approach the pedestal, carefully observing the orb and its surroundings for any signs of danger or traps.</Player>
",0.88
"health:0.24
strength:0.05
dexterity:0.79
perception:0.67
intelligence:0.16
charisma:0.16
stamina:0.00
<DM>You are sitting in a smoky backroom poker game, surrounded by hardened criminals.  The pot is high, and tensions are running even higher.  You suspect one of the players is cheating.</DM>
<Player>I carefully observe the suspected cheater, trying to catch them in the act without making it obvious I'm watching them.</Player>


",0.52
"health:0.40
strength:1.00
dexterity:0.74
perception:0.39
intelligence:0.80
charisma:0.56
stamina:0.12
<DM>You inherit an old, dilapidated mansion from a distant relative you never knew.  While exploring the attic, you stumble upon a locked chest hidden beneath a pile of dusty furniture.</DM>
<Player>I try to open the chest, checking for any obvious locks or latches. If I can't open it easily, I search for a key or something that might help me open it within the attic.</Player>


",0.37
"health:0.57
strength:0.29
dexterity:0.47
perception:1.00
intelligence:0.57
charisma:0.58
stamina:0.50
<DM>You are riding a horse through a dense forest when you come across a clearing. In the center of the clearing stands a stone circle, and in the middle of the circle is a shimmering portal, pulsing with an otherworldly light.</DM>
<Player>I cautiously dismount my horse, securing it to a nearby tree before slowly approaching the stone circle and the portal, examining them both closely.</Player>


",0.99
"health:0.03
strength:0.94
dexterity:0.53
perception:0.60
intelligence:0.41
charisma:0.90
stamina:0.80
<DM>You are on a crowded subway train when you notice a suspicious package left unattended under a seat.  It's ticking faintly.</DM>
<Player>I cautiously alert the other passengers nearby about the package and try to discreetly notify the train conductor or authorities using the emergency intercom if available.</Player>


",0.99
"health:0.46
strength:0.62
dexterity:0.44
perception:0.56
intelligence:0.32
charisma:0.93
stamina:0.04
<DM>You are working late in your office when you hear a strange noise coming from the hallway.  The lights flicker and die, plunging you into darkness.</DM>
<Player>I quietly grab my phone, activate the flashlight feature, and try to find a heavy object nearby to use for defense if necessary.  I then slowly and carefully move towards the door to try and identify the source of the noise.</Player>


",0.23
"health:0.35
strength:0.60
dexterity:0.85
perception:0.83
intelligence:0.44
charisma:0.01
stamina:0.68
<DM>You are hiking through a mountain pass when you are caught in a sudden blizzard.  Visibility drops to near zero, and the wind howls fiercely.</DM>
<Player>I immediately search for any sort of shelter nearby – a cave, overhanging rock, or dense trees – to protect myself from the wind and snow.  If I can't find anything, I'll focus on trying to stay warm and hunker down until the blizzard passes.</Player>


",0.65
"health:0.93
strength:0.31
dexterity:0.27
perception:0.16
intelligence:0.51
charisma:0.70
stamina:0.99
<DM>You are exploring a haunted house, known for its paranormal activity.  You hear a ghostly whisper coming from a darkened room at the end of the hall.</DM>
<Player>I slowly and cautiously approach the darkened room, drawing my weapon or a protective item if I have one, while trying to identify the source of the whisper.</Player>


",0.44
"health:0.43
strength:0.48
dexterity:0.48
perception:0.59
intelligence:0.58
charisma:0.46
stamina:0.88
<DM>You are digging in your garden when your shovel strikes something hard.  You brush away the dirt to reveal a small, wooden box.</DM>
<Player>I carefully clear the dirt away from the box and try to open it.  If it's locked, I'll examine it closely for any signs of how to open it or any markings that might give me a clue about its contents.</Player>


",0.5
"health:0.79
strength:0.40
dexterity:0.59
perception:0.99
intelligence:0.39
charisma:0.49
stamina:0.43
<DM>You are sailing across a vast ocean when a thick fog rolls in. You hear a mournful song echoing through the mist, seemingly coming from just beyond the veil of fog.</DM>
<Player>I order the crew (if any) to be on high alert, and I try to determine the direction the song is coming from.  I prepare to take evasive maneuvers if necessary, while also attempting to discern what might be creating the sound.</Player>


",0.49
